START | Pos: [-5.9008, 0.16, -2.3891] | Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.1508, 0.1600, -2.8221], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-6.1508, 0.1600, -2.8221], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-6.1508, 0.1600, -2.8221], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.1508, 0.1600, -2.8221], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.9343, 0.1600, -2.9471], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.7178, 0.1600, -3.0721], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.7178, 0.1600, -3.0721], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.5928, 0.1600, -3.2886], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.4678, 0.1600, -3.5051], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.3428, 0.1600, -3.7216], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.5593, 0.1600, -3.5966], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-5.6843, 0.1600, -3.8131], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.6843, 0.1600, -3.8131], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.6843, 0.1600, -4.0631], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.8093, 0.1600, -3.8466], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
stop, Pos: [-5.8093, 0.1600, -3.8466], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
