START | Pos: [-13.67385, 0.09345, 13.89784] | Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.4239, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.1739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.9239, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.6739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.4239, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.1739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.9239, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.6739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.4239, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.1739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.9239, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-10.6739, 0.0935, 13.8978], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-10.7989, 0.0935, 13.6813], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-10.9239, 0.0935, 13.4648], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.0489, 0.0935, 13.2483], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-11.1739, 0.0935, 13.0318], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.1739, 0.0935, 13.0318], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-11.1739, 0.0935, 12.7818], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-11.1739, 0.0935, 12.7818], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.0489, 0.0935, 12.5653], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.0489, 0.0935, 12.5653], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-11.0489, 0.0935, 12.3153], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-11.0489, 0.0935, 12.0653], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.0489, 0.0935, 11.8153], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.0489, 0.0935, 11.5653], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.0489, 0.0935, 11.3153], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.0489, 0.0935, 11.0653], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.0489, 0.0935, 10.8153], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-11.0489, 0.0935, 10.8153], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-11.1739, 0.0935, 10.5988], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-11.1739, 0.0935, 10.5988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 10.3488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 10.0988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 9.8488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 9.5988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 9.3488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 9.0988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 8.8488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 8.5988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 8.3488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 8.0988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 7.8488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 7.5988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 7.3488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-11.1739, 0.0935, 7.0988], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
