START | Pos: [-3.11759, 0.19118, -1.75868] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.1176, 0.1912, -1.7587], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.1176, 0.1912, -1.7587], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-3.1176, 0.1912, -1.7587], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.1176, 0.1912, -1.7587], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.3341, 0.1912, -1.8837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.5506, 0.1912, -2.0087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.7671, 0.1912, -2.1337], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.9836, 0.1912, -2.2587], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-3.9836, 0.1912, -2.2587], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.9836, 0.1912, -2.2587], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-3.9836, 0.1912, -2.2587], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.9836, 0.1912, -2.2587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.7671, 0.1912, -2.3837], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.5506, 0.1912, -2.5087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.3341, 0.1912, -2.6337], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.1176, 0.1912, -2.7587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.9011, 0.1912, -2.8837], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.6846, 0.1912, -3.0087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.4681, 0.1912, -3.1337], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.2516, 0.1912, -3.2587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.0351, 0.1912, -3.3837], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.8186, 0.1912, -3.5087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.6020, 0.1912, -3.6337], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.3855, 0.1912, -3.7587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.3855, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.1355, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.8855, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.6355, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.3855, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1355, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.6145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.8645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.6145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.8645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.6145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.8645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.6145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.8645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.6145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.8645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.6145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.8645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.1145, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.3645, 0.1912, -3.7587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [6.3645, 0.1912, -3.7587], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [6.3645, 0.1912, -3.7587], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [6.3645, 0.1912, -3.7587], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
