START | Pos: [3.18055, 0.18678, -3.51576] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [2.9640, 0.1868, -3.3908], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [2.7475, 0.1868, -3.2658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [2.5310, 0.1868, -3.1408], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [2.3145, 0.1868, -3.0158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [2.0980, 0.1868, -2.8908], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.8815, 0.1868, -2.7658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.6650, 0.1868, -2.6408], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.4485, 0.1868, -2.5158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.2320, 0.1868, -2.3908], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.0155, 0.1868, -2.2658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.7990, 0.1868, -2.1408], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.5825, 0.1868, -2.0158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.3660, 0.1868, -1.8908], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.1495, 0.1868, -1.7658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [0.1495, 0.1868, -1.7658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1005, 0.1868, -1.7658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-0.1005, 0.1868, -1.7658], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.3170, 0.1868, -1.8908], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.5336, 0.1868, -2.0158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.7501, 0.1868, -2.1408], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-0.7501, 0.1868, -2.1408], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.0001, 0.1868, -2.1408], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.0001, 0.1868, -2.1408], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.2166, 0.1868, -2.2658], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.2166, 0.1868, -2.2658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4666, 0.1868, -2.2658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.4666, 0.1868, -2.2658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6831, 0.1868, -2.1408], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.8996, 0.1868, -2.0158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.8996, 0.1868, -2.0158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.8996, 0.1868, -2.0158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.1161, 0.1868, -2.1408], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
stop, Pos: [-2.1161, 0.1868, -2.1408], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
