START | Pos: [-9.11482, 0.18403, -9.8238] | Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-9.1148, 0.1840, -9.8238], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-9.1148, 0.1840, -9.8238], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-9.1148, 0.1840, -9.8238], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-9.1148, 0.1840, -9.8238], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.8983, 0.1840, -9.6988], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.6818, 0.1840, -9.5738], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.4653, 0.1840, -9.4488], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.2488, 0.1840, -9.3238], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.2488, 0.1840, -9.3238], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.2488, 0.1840, -9.3238], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-8.2488, 0.1840, -9.0738], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-8.2488, 0.1840, -8.8238], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-8.2488, 0.1840, -8.8238], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.1238, 0.1840, -8.6073], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.9988, 0.1840, -8.3908], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-7.9988, 0.1840, -8.3908], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -8.1408], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -7.8908], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -7.6408], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -7.3908], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -7.1408], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -6.8908], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -6.6408], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-7.9988, 0.1840, -6.3908], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.9988, 0.1840, -6.6408], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.9988, 0.1840, -6.8908], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.9988, 0.1840, -7.1408], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.9988, 0.1840, -7.3908], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.9988, 0.1840, -7.6408], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.9988, 0.1840, -7.8908], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-7.9988, 0.1840, -7.8908], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.8738, 0.1840, -8.1073], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.7488, 0.1840, -8.3238], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.6238, 0.1840, -8.5403], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.4988, 0.1840, -8.7568], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.3738, 0.1840, -8.9733], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.2488, 0.1840, -9.1898], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.1238, 0.1840, -9.4063], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.9988, 0.1840, -9.6228], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.8738, 0.1840, -9.8393], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.7488, 0.1840, -10.0558], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
