START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.3090, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.0590, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [12.8090, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [12.5590, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [12.3090, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [12.0590, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.8090, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.5590, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.3090, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.0590, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.8090, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.5590, 0.1271, 1.6700], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.3090, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.0590, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.8090, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.5590, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.3090, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.0590, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.8090, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.5590, 0.1271, 1.6701], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.3090, 0.1271, 1.6702], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.0590, 0.1271, 1.6702], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.8090, 0.1271, 1.6702], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.8090, 0.1271, 1.6702], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [7.5925, 0.1271, 1.5452], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [7.3760, 0.1271, 1.4202], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [7.1595, 0.1271, 1.2952], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [6.9430, 0.1271, 1.1702], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [6.9430, 0.1271, 1.1702], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.6930, 0.1271, 1.1702], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.4430, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.1930, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.9430, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.6930, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.4430, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.1930, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.9430, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.6930, 0.1271, 1.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.4430, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.1930, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.9430, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.6930, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.4430, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.1930, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.9430, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.6930, 0.1271, 1.1704], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.4430, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.1930, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.9430, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.6930, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.4430, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1930, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.9430, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.6930, 0.1271, 1.1705], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.4430, 0.1271, 1.1706], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.1930, 0.1271, 1.1706], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.0570, 0.1271, 1.1706], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3070, 0.1271, 1.1706], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5570, 0.1271, 1.1706], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8070, 0.1271, 1.1706], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.8070, 0.1271, 1.1706], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.0235, 0.1271, 1.2956], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.0235, 0.1271, 1.2956], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2735, 0.1271, 1.2956], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5235, 0.1271, 1.2956], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7735, 0.1271, 1.2957], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0235, 0.1271, 1.2957], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2735, 0.1271, 1.2957], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5235, 0.1271, 1.2957], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7735, 0.1271, 1.2957], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.7735, 0.1271, 1.2957], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-2.9900, 0.1271, 1.1707], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.9900, 0.1271, 1.1707], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2400, 0.1271, 1.1707], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.2400, 0.1271, 1.1707], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-3.4566, 0.1271, 1.0457], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.4566, 0.1271, 1.0457], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7066, 0.1271, 1.0458], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.7066, 0.1271, 1.0458], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-3.9231, 0.1271, 0.9208], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.9231, 0.1271, 0.9208], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1731, 0.1271, 0.9208], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-4.1731, 0.1271, 0.9208], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-4.3896, 0.1271, 0.7958], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-4.6061, 0.1271, 0.6708], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-4.8226, 0.1271, 0.5458], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.0391, 0.1271, 0.4208], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.2556, 0.1271, 0.2958], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.2556, 0.1271, 0.2958], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.2556, 0.1271, 0.2958], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.2556, 0.1271, 0.2958], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.3806, 0.1271, 0.5123], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.3806, 0.1271, 0.5123], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3806, 0.1271, 0.7623], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3806, 0.1271, 1.0123], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3806, 0.1271, 1.2623], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3806, 0.1271, 1.5123], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3806, 0.1271, 1.7623], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3805, 0.1271, 2.0123], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.3805, 0.1271, 2.2623], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.3805, 0.1271, 2.2623], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.5055, 0.1271, 2.4789], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.5055, 0.1271, 2.4789], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.5055, 0.1271, 2.7289], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.5055, 0.1271, 2.7289], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.6305, 0.1271, 2.9454], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.7555, 0.1875, 3.1619], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.8805, 0.1910, 3.3784], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.8805, 0.1910, 3.3784], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.0970, 0.1688, 3.5034], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
