START | Pos: [-9.49727, 0.19156, 2.8449] | Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.2808, 0.1916, 2.9699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.0643, 0.1916, 3.0949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.8477, 0.1916, 3.2199], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.6312, 0.1916, 3.3449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
stop, Pos: [-8.6312, 0.1916, 3.3449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
