START | Pos: [-4.21486, 0.21325, -3.33832] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -3.0883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.2149, 0.2132, -2.5883], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.2149, 0.2132, -2.5883], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.2149, 0.2132, -2.5883], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.2149, 0.2132, -2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-3.9649, 0.2132, -2.5883], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.7484, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-3.9984, 0.2132, -2.4633], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.2149, 0.2132, -2.3383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.4314, 0.2132, -2.2133], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.6479, 0.2132, -2.0883], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.8644, 0.2132, -1.9633], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.0809, 0.2132, -1.8383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-5.0809, 0.2132, -1.8383], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.2059, 0.2132, -1.6218], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-5.2059, 0.2132, -1.6218], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.4224, 0.2132, -1.4968], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-5.4224, 0.2132, -1.4968], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.4224, 0.2132, -1.4968], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-5.4224, 0.2132, -1.4968], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.4224, 0.2132, -1.4968], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.4224, 0.2132, -1.4968], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.2974, 0.2132, -1.7133], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.1724, 0.2132, -1.9298], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.0474, 0.2132, -2.1463], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.9224, 0.2132, -2.3628], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.7974, 0.2132, -2.5793], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.6724, 0.2132, -2.7959], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.5474, 0.2132, -3.0124], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-4.5474, 0.2132, -3.0124], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-4.5474, 0.2132, -3.0124], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.5474, 0.2132, -3.0124], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-4.5474, 0.2132, -3.0124], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-4.5474, 0.2132, -3.0124], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.5474, 0.2132, -2.7624], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.5474, 0.2132, -2.5124], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.5474, 0.2132, -2.5124], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-4.5474, 0.2132, -2.5124], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.7639, 0.2132, -2.3874], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.9804, 0.2132, -2.2624], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.9804, 0.2132, -2.2624], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.1054, 0.2132, -2.0459], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.1054, 0.2132, -2.0459], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-5.3219, 0.2132, -1.9209], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.3219, 0.2132, -1.9209], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.4469, 0.2132, -1.7043], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.4469, 0.2132, -1.7043], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, -1.4543], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, -1.2043], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, -0.9543], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, -0.7043], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, -0.4543], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, -0.2043], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4469, 0.2132, 0.0457], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
