START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.4875, 0.3473, -17.7454], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.2710, 0.3290, -17.6204], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.0545, 0.2126, -17.4954], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.8379, 0.1649, -17.3704], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.8379, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5879, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-6.5879, 0.1649, -17.3704], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.3714, 0.1649, -17.2454], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.1549, 0.1649, -17.1204], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.9384, 0.1649, -16.9954], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.7219, 0.1649, -16.8705], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.5054, 0.1649, -16.7455], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.2889, 0.1649, -16.6205], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.0724, 0.1649, -16.4955], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8558, 0.1649, -16.3705], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6393, 0.1649, -16.2455], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.4228, 0.1649, -16.1205], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.2063, 0.1649, -15.9955], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.9898, 0.1649, -15.8705], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.7733, 0.1649, -15.7456], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.5568, 0.1649, -15.6206], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.3403, 0.1649, -15.4956], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.1237, 0.1649, -15.3706], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.9072, 0.1649, -15.2456], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6907, 0.1649, -15.1206], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4742, 0.1649, -14.9956], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2577, 0.1649, -14.8706], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0412, 0.1649, -14.7456], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.8247, 0.1649, -14.6207], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.6082, 0.1649, -14.4957], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3916, 0.1649, -14.3707], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.1751, 0.1649, -14.2457], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.9586, 0.1649, -14.1207], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.7421, 0.1649, -13.9957], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.5256, 0.1649, -13.8707], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.3091, 0.1649, -13.7457], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.0926, 0.1649, -13.6207], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.1239, 0.1649, -13.4957], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.3405, 0.1649, -13.3708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.5570, 0.1649, -13.2458], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.7735, 0.1649, -13.1208], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.9900, 0.1649, -12.9958], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.2065, 0.1649, -12.8708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.4230, 0.1649, -12.7458], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.6395, 0.1649, -12.6208], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.8560, 0.1649, -12.4958], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.0726, 0.1601, -12.3708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.2891, 0.1384, -12.2459], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [2.2891, 0.1384, -12.2459], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.4141, 0.1058, -12.0294], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.5391, 0.0731, -11.8128], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.6641, 0.0405, -11.5963], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.7891, 0.0399, -11.3798], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.9141, 0.0999, -11.1633], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.0391, 0.1599, -10.9468], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.1641, 0.1649, -10.7303], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.2892, 0.1649, -10.5138], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
