START | Pos: [-5.99568, 0.19754, 1.17799] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.9957, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.9957, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.9957, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.9957, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-5.7792, 0.1975, 1.3030], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.7792, 0.1975, 1.3030], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.5292, 0.1975, 1.3030], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.2792, 0.1975, 1.3030], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.2792, 0.1975, 1.3030], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.2792, 0.1975, 1.3030], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.2792, 0.1975, 1.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.2792, 0.1975, 1.3030], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-5.2792, 0.1975, 1.3030], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.4957, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-5.4957, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9957, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.4957, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.7457, 0.1975, 1.1780], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.5292, 0.1975, 1.0530], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.5292, 0.1975, 1.0530], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-6.5292, 0.1975, 1.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.5292, 0.1975, 1.0530], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-6.6542, 0.1975, 0.8365], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.4377, 0.1975, 0.9615], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2212, 0.1975, 1.0865], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-6.0047, 0.1975, 1.2115], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-5.8797, 0.1975, 1.4280], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-6.0962, 0.1975, 1.3030], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.2212, 0.1975, 1.0865], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-6.2212, 0.1975, 1.0865], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-6.2212, 0.1975, 1.0865], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-6.2212, 0.1975, 1.0865], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.4377, 0.1975, 1.2115], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.2212, 0.1975, 1.0865], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.0047, 0.1975, 0.9615], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.7881, 0.1975, 0.8365], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.5716, 0.1975, 0.7115], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.3551, 0.1975, 0.5865], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.1386, 0.1975, 0.4615], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
stop, Pos: [-5.1386, 0.1975, 0.4615], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
