START | Pos: [-3.62003, 0.09346, 3.798] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.6200, 0.0935, 3.7980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.6200, 0.0935, 3.5480], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.6200, 0.0935, 3.2980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.6200, 0.0935, 3.0480], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.6200, 0.0935, 2.7980], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.4035, 0.0935, 2.9230], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.1870, 0.0935, 3.0480], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9705, 0.0935, 3.1730], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.7540, 0.0935, 3.2980], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.7540, 0.0935, 3.2980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.7540, 0.0935, 3.2980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.7540, 0.0935, 3.2980], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.7540, 0.0935, 3.2980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.7540, 0.0935, 3.0480], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.7540, 0.0935, 2.7980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.7540, 0.0935, 2.5480], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.7540, 0.0935, 2.2980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.7540, 0.0935, 2.2980], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.7540, 0.0935, 2.2980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.7540, 0.0935, 2.2980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.5040, 0.0935, 2.2980], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
