START | Pos: [-5.70059, 0.09346, 1.68376] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, 1.4338], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, 1.1838], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, 0.9338], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, 0.6838], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, 0.4338], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, 0.1838], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, -0.0662], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.7006, 0.0935, -0.3162], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.7006, 0.0935, -0.0662], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-5.7006, 0.0935, 0.1838], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-5.7006, 0.0935, 0.1838], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.8256, 0.0935, 0.4003], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-5.9506, 0.0935, 0.6168], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.9506, 0.0935, 0.6168], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-5.9506, 0.0935, 0.6168], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
