START | Pos: [-10.715, 0.2362, -7.466] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7150, 0.2630, -7.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7150, 0.2731, -6.9660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7150, 0.2705, -6.7160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7150, 0.2679, -6.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.3279, -6.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.4947, -5.9660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.6610, -5.7160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.7635, -5.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.7349, -5.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.7062, -4.9660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.6776, -4.7160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7149, 0.6490, -4.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.6118, -4.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5728, -3.9660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5728, -3.7160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5728, -3.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5728, -3.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5616, -2.9660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5429, -2.7160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7148, 0.5241, -2.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7147, 0.5054, -2.2160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7147, 0.4867, -1.9660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7147, 0.4680, -1.7160], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-10.7147, 0.4612, -1.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [-10.7147, 0.4612, -1.4660], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
