START | Pos: [-2.76623, 0.19817, -2.16161] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9827, 0.1982, -2.0366], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.1992, 0.1982, -1.9116], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.4157, 0.1982, -1.7866], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.6323, 0.1982, -1.6616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.8488, 0.1982, -1.5366], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.0653, 0.1982, -1.4116], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.2818, 0.1982, -1.2866], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.4983, 0.1982, -1.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-4.4983, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.7483, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.9983, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.2483, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.4983, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.7483, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9983, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2483, 0.1982, -1.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.2483, 0.1982, -1.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.2483, 0.1982, -1.1616], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.3733, 0.1982, -0.9451], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.4983, 0.1982, -0.7286], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.6233, 0.1982, -0.5121], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
