START | Pos: [-4.21486, 0.21325, -3.33832] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.2149, 0.2132, -3.0883], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.2149, 0.2132, -2.5883], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.2149, 0.2132, -2.3383], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-4.2149, 0.2132, -2.3383], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-4.3399, 0.2132, -2.1218], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.3399, 0.2132, -2.1218], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.3399, 0.2132, -1.8718], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.3399, 0.2132, -1.6218], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.3399, 0.2132, -1.3718], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.3399, 0.2132, -1.1218], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-4.3399, 0.2132, -0.8718], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [-4.3399, 0.2132, -0.8718], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
