START | Pos: [3.18055, 0.18678, -3.51576] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -3.2658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -3.0158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -2.7658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -2.5158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -2.2658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -2.0158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -1.7658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -1.5158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -1.2658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -1.0158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -0.7658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.1806, 0.1868, -0.5158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [3.1806, 0.1868, -0.5158], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [3.1806, 0.1868, -0.5158], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [3.1806, 0.1868, -0.5158], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [3.1806, 0.1868, -0.5158], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [3.1806, 0.1868, -0.5158], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.3056, 0.1868, -0.7323], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.4306, 0.1868, -0.9488], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [3.4306, 0.1868, -0.9488], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [3.4306, 0.1868, -0.9488], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [3.4306, 0.1868, -0.9488], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.4306, 0.1868, -0.9488], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.4306, 0.1868, -0.9488], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [3.2140, 0.1868, -0.8238], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [3.2140, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.9640, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.7140, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.4640, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.2140, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.9640, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.7140, 0.1868, -0.8238], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [1.7140, 0.1868, -0.8238], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [1.4975, 0.1868, -0.6988], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [1.2810, 0.1868, -0.5738], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [1.2810, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.0310, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.7810, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.5310, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.2810, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.0310, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.2190, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.4690, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.7190, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.9690, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2190, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.4690, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7190, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.9690, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2190, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.4690, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7190, 0.1868, -0.5738], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.7190, 0.1868, -0.5738], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.7190, 0.1868, -0.5738], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.7190, 0.1868, -0.5738], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-2.7190, 0.1868, -0.5738], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.7190, 0.1868, -0.5738], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
