START | Pos: [-37.35852, 0.08759, -4.3129] | Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-37.3585, 0.0876, -4.3129], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-37.2335, 0.0876, -4.0964], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-37.1085, 0.0876, -3.8799], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-36.9835, 0.0876, -3.6634], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-36.8585, 0.0876, -3.4469], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-36.7335, 0.0876, -3.2304], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-36.6085, 0.0876, -3.0139], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-36.4835, 0.0876, -2.7974], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-36.3585, 0.0876, -2.5808], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-36.3585, 0.0876, -2.5808], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-36.3585, 0.0876, -2.3308], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-36.3585, 0.0876, -2.0808], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
stop, Pos: [-36.3585, 0.0876, -2.0808], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
