scene_file_name,question,answer,answer_pred,time,distance
29hnd4uzFmX,"Counting only the enclosed rooms on the ground floor (excluding the large open-plan living/kitchen/dining space), how many have at least one window? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",4,1,4.7470245361328125,9.27390435802674
29hnd4uzFmX,"Which types of lighting fixtures are visibly installed across the entire house? List all that apply, separated by commas, choosing from the options below. CEILING_MOUNTED: [large circular flush-mount, dome pendant light, bowl-shaped flush-mount, recessed spotlights, chandelier, track lighting, exposed bulb fixture, fluorescent tube] WALL_MOUNTED: [sconces, vanity lights, picture lights, mirror light, under-cabinet lighting, none] FREESTANDING: [floor lamps, table lamps, desk lamps, bedside lamp, accent uplight, none] e.g., CEILING_MOUNTED: large circular flush-mount, WALL_MOUNTED: sconces, FREESTANDING: floor lamps","CEILING_MOUNTED: large circular flush-mount, dome pendant light, bowl-shaped flush-mount, WALL_MOUNTED: none, FREESTANDING: none","CEILING_MOUNTED: large circular flush-mount, dome pendant light, bowl-shaped flush-mount, recessed spotlights, chandelier, track lighting, exposed bulb fixture, fluorescent tube",2.922255039215088,5.798506474171888e-05
29hnd4uzFmX,"How many chairs are positioned around the round dining table in the main living area? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",6,0.,0.48876214027404785,4.9817851773601377e-08
29hnd4uzFmX,"Where is the wall clock with kitchen utensils located? Answer with the format 'room, position, nearby_object' separated by commas. Choose one from each category: ROOM: [kitchen, living room, dining room, bedroom, bathroom, hallway, utility room, empty room, office] POSITION: [between window and refrigerator, above sink, above stove, on staircase wall, next to sofa, above dining table, over a doorway, on a pillar] NEARBY_OBJECT: [refrigerator, window, sofa, dining table, stove, sink, staircase, doorway, painting] e.g., ROOM: bedroom, POSITION: on staircase wall, NEARBY_OBJECT: dining table","ROOM: kitchen, POSITION: between window and refrigerator, NEARBY_OBJECT: refrigerator","kitchen, between window and refrigerator",1.1542105674743652,5.798506474171888e-05
29hnd4uzFmX,"What are the properties of the main kitchen counter surface? Answer with the format 'color, material, shape' separated by commas. Choose one from each category: COLOR: [black, white, brown, gray, beige, green, blue, yellow, stainless steel, wood grain] MATERIAL: [laminate/stone, wood, metal, tile, concrete, glass, plastic, butcher block, stainless steel] SHAPE: [curved, rectangular, L-shaped, U-shaped, circular, straight, irregular, peninsula, island] e.g., COLOR: black, MATERIAL: laminate/stone, SHAPE: curved","OBJECT: kitchen counter, COLOR: black, MATERIAL: laminate/stone, SHAPE: curved","black, black, black, black",0.6998717784881592,4.9817851773601377e-08
29hnd4uzFmX,"Which of the following items are located in the utility room? List all items that apply, separated by commas, choosing from the options below. APPLIANCES: [washing machine, clothes dryer, dishwasher, refrigerator, microwave, stove, freezer, wine cooler] PLUMBING_EQUIPMENT: [water heater, water filtration system, furnace, sump pump, boiler, sink, sewage ejector pump, expansion tank] FURNITURE: [shelving unit, cabinet, workbench, chair, table, stool, cart, none] e.g., APPLIANCES: washing machine, PLUMBING_EQUIPMENT: water heater, FURNITURE: shelving unit","APPLIANCES: washing machine, PLUMBING_EQUIPMENT: water heater, water filtration system, FURNITURE: none","PLUMBING_EQUIPMENT: water heater, water filtration system, sump pump, boiler, sink, sewage ejector pump, expansion tank",2.3420894145965576,5.798506474171888e-05
29hnd4uzFmX,"Starting from the front door, what is the fastest sequence of areas you pass through to reach the bathroom with the clawfoot tub? Answer with the format 'start -> intermediate -> end', using 'none' if an intermediate step is not needed. Choose one from each category: START: [entrance hallway, kitchen, living room, bedroom, utility room, garage, outside, basement] INTERMEDIATE: [central hallway, kitchen, living room, bedroom, utility room, laundry room, pantry, none] END: [bathroom, bedroom, utility room, empty room, outside, closet, office, balcony] e.g., START: entrance hallway, INTERMEDIATE: central hallway, END: bathroom","START: entrance hallway, INTERMEDIATE_1: central hallway, END: bathroom",none,0.8607897758483887,0.12266490328049337
29hnd4uzFmX,"What is the total number of designated seating spots provided by combining the living room sofa and the dining chairs? Answer with one option from [1-2, 3-4, 5-6, 7-8, 9-10, 11-12, 13-14, 15+], e.g., 1-2",7-8,1-2,15.477296352386475,30.553961028334854
29hnd4uzFmX,"Based on the primary materials used for the interior walls and ceilings (e.g., minimalist modern","MATERIAL: light-colored wood panels, FINISH: natural/unstained",pine,0.40404176712036133,4.9817851773601377e-08
29hnd4uzFmX,"Based on the arrangement of two armchairs and a small table in the bedroom, what is the most likely purpose of this specific area? Answer with one option from [reading nook, conversation area, vanity/dressing spot, home office workspace, TV viewing area, simple decoration, guest seating, meditation corner], e.g., reading nook","OBJECT1: two armchairs, RELATION: facing each other with a table between them, OBJECT2: small table",TV viewing area,0.5178694725036621,4.9817851773601377e-08
