scene_file_name,question,answer,answer_pred,time,distance
1LXtFkjw3qL,"How many distinct bathrooms are in the ground Floor? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7+], e.g., 0",3,1.,1.2487318515777588,0.5000888557780478
1LXtFkjw3qL,"Across all rooms in the ground floor, how many distinct beds have a primarily solid brown or red cover? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7+], e.g., 0",3,0,14.25543761253357,26.895742684756584
1LXtFkjw3qL,"Which of the following decorative wall styles are present in the house? List all that apply, separated by commas. Choose from [Graffiti art, Patterned wallpaper, Wall decals, Solid color accent wall, Exposed brick, Wood paneling, Mirrored wall, Tiled mosaic, Stucco texture], e.g., Graffiti art","STYLES: [Graffiti art, Patterned wallpaper, Wall decals, Solid color accent wall]","Graffiti art, Exposed brick",17.315590858459473,29.369900703584022
1LXtFkjw3qL,"In the fitness room, what types of exercise equipment are visible? List all that apply, separated by commas. Choose from [Rowing machine, Elliptical machine, Exercise ball, Treadmill, Stationary bike, Weight bench, Dumbbell rack, Punching bag], e.g., Rowing machine","EQUIPMENT: [Rowing machine, Elliptical machine, Exercise ball]","Rowing machine, stationary bike, exercise ball.",46.9984245300293,77.19310642794258
1LXtFkjw3qL,"How many separate seating sections make up the lime green sofa in the fitness room? Answer with one option from [1-section, 2-sections, 3-sections, 4-sections, 5-sections, 6-sections, 7-sections, 8+ sections], e.g., 1-section",3-sections,1-section.,1.2521865367889404,0.7208390833485816
1LXtFkjw3qL,"What are the features of the two accent walls in the room that contains a dining table? Answer with the format 'WALL1_COLOR: X, WALL1_DECAL: Y, WALL2_COLOR: Z, WALL2_DECAL: A' separated by commas. Choose one from each category: WALL1_COLOR: [Blue, Red, Green, Yellow, Black, Grey, Pink, Orange], WALL1_DECAL: [White flowers/branches, Black geometric shapes, Gold birds, Red letters, Blue stripes, No decal, Silver stars, Brown animals], WALL2_COLOR: [White, Beige, Light Grey, Off-white, Cream, Light Blue, Tan, Ivory], WALL2_DECAL: [Blue birds/branches, Red geometric shapes, Green letters, Black stripes, No decal, Gold stars, Silver animals, Brown flowers], e.g., WALL1_COLOR: Grey, WALL1_DECAL: No decal, WALL2_COLOR: Tan, WALL2_DECAL: Green letters","WALL1_COLOR: Blue, WALL1_DECAL: White flowers/branches, WALL2_COLOR: White, WALL2_DECAL: Blue birds/branches","WALL1_COLOR: Blue, WALL1_DECAL: No decal, WALL2_COLOR: Tan, WALL2_DECAL: Green letters.",3.5948355197906494,0.7208272220242713
1LXtFkjw3qL,"Describe the primary properties of the artwork in the small powder room. Answer with the format 'QUANTITY: X, SHAPE: Y, PRIMARY_COLOR: Z' separated by commas. Choose one from each category: QUANTITY: [1, 2, 3, 4, 5, 6, 7, 8+], SHAPE: [Square, Rectangular, Circular, Oval, Triangular, Hexagonal, Irregular, Abstract], PRIMARY_COLOR: [Orange/Red, Blue/Green, Yellow/Gold, Black/White, Purple/Pink, Brown/Beige, Grey, Multi-color], e.g., QUANTITY: 1, SHAPE: Square, PRIMARY_COLOR: Orange/Red","QUANTITY: 3, SHAPE: Square, PRIMARY_COLOR: Orange/Red","QUANTITY: 1, SHAPE: Square, PRIMARY_COLOR: Orange/Red.",1.6587655544281006,0.7500888557780478
1LXtFkjw3qL,"What is the spatial relationship between the freestanding bathtub and the towels in the bathroom next to the bedroom with the brown bed? Answer with the format 'OBJECT1, RELATION, OBJECT2' separated by commas. Choose one from each category: OBJECT1: [Towels, Sink, Toilet, Shower, Wall, Window, Door, Mirror], RELATION: [next to, behind, in front of, across from, above, below, on top of, inside], OBJECT2: [Freestanding bathtub, Sink, Toilet, Shower, Cabinet, Mirror, Trash can, Towel], e.g., OBJECT1: Towels, RELATION: next to, OBJECT2: Freestanding bathtub","OBJECT1: Towel, RELATION: on top of, OBJECT2: Freestanding bathtub","Towels, next to, Freestanding bathtub",0.9270505905151367,1.0811693473269389e-07
1LXtFkjw3qL,"Where is the red chest located? Answer with one option from [Room with graffiti art work on the walls, Room with the yoga ball, Room with the toilet], e.g., Room with graffiti art work on the walls","ROOM: Hallway, POSITION: next to a door, NEARBY_LANDMARK: staircase",Room with graffiti art work on the walls.,14.876530647277832,29.030848473464317
1LXtFkjw3qL,"Starting with the largest bathroom, how can you get to the bedroom with the green pillows on the bed? Answer with the format 'START_ROOM -> INTERMEDIATE_ROOM -> END_ROOM'. Choose one from each category: START_ROOM: [Bathroom, Bedroom, Hallway, Kitchen, Living Room, Office, Dining Room, Closet], INTERMEDIATE_ROOM: [Bathroom, Bedroom, Hallway, Kitchen, Living Room, Office, Dining Room, None], END_ROOM: [Bathroom, Bedroom, Hallway, Kitchen, Living Room, Office, Dining Room, Closet], e.g., START_ROOM: Bathroom, INTERMEDIATE_ROOM: Bathroom, END_ROOM: Bathroom","START_ROOM: Bathroom, INTERMEDIATE_ROOM: Hallway, END_ROOM: Bedroom",None -> None -> None,5.6677656173706055,6.96608930841572
