scene_file_name,question,answer,answer_pred,time,distance
17DRP5sb8fy,"Count the total number of televisions and distinct sofas/sectional couches. Answer with the format 'TELEVISIONS: X, SOFAS/SECTIONALS: Y' where X and Y are selected from the options below. Choose from: TELEVISIONS: [0, 1, 2, 3, 4, 5+] SOFAS/SECTIONALS: [0, 1, 2, 3, 4, 5+] Example: TELEVISIONS: 0, SECTIONALS: 0","TELEVISIONS: 2, SOFAS/SECTIONALS: 3","TELEVISIONS: 0, SOFAS/SECTIONALS: 1",7.183887481689453,1.0000000731711423
17DRP5sb8fy,"How many distinct bathrooms are there? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",2,1,8.283761024475098,16.500002091578036
17DRP5sb8fy,"What types of wall decor are featured in the suite? List all items that apply, separated by commas. Choose from: DECOR: [sunburst mirror, large abstract painting, decorative laser-cut screen, framed photographs, world map, movie posters, neon sign, tapestry] WALL_TREATMENTS: [textured wallpaper/panels, solid painted walls, exposed brick, wood paneling, mirrored walls, tiled walls, fabric-covered walls] FUNCTIONAL: [wall-mounted TVs, wall-mounted shelves, coat rack, whiteboard, built-in bookcase, none] Example: DECOR: sunburst mirror, WALL_TREATMENTS: textured wallpaper/panels, FUNCTIONAL: wall-mounted TVs","DECOR: sunburst mirror, large abstract painting, decorative laser-cut screen, WALL_TREATMENTS: textured wallpaper/panels, wood paneling, tiled walls, FUNCTIONAL: wall-mounted TVs",DECOR: sunburst mirror,2.717982292175293,3.750000363043338
17DRP5sb8fy,"What food and drink preparation facilities are available in the kitchenette? List all items that apply, separated by commas. Choose from: APPLIANCES: [microwave, mini-fridge, coffee maker, full-size oven, dishwasher, stovetop, blender, toaster] FIXTURES: [sink, countertop space, open shelving, garbage disposal, wine rack, full-size cabinets, pantry] OTHER: [ice bucket, glassware, snacks for purchase, cooking utensils, full dinnerware set, none] Example: APPLIANCES: microwave, FIXTURES: sink, OTHER: ice bucket","APPLIANCES: microwave, mini-fridge, FIXTURES: sink, countertop space, open shelving, OTHER: ice bucket, glassware, snacks for purchase","FIXTURES: sink, countertop space, open shelving, garbage disposal, wine rack, full-size cabinets, pantry",4.542746543884277,6.493608680358011
17DRP5sb8fy,"Describe the properties of the prominent seating in the room immediately to the left of the entrance hallway. Answer with the format 'OBJECT, COLOR, MATERIAL, SHAPE' with each property separated by a comma. Choose one from each category: OBJECT: [sectional sofa, individual armchairs, dining chairs, bench, built-in tiered seating, bed, office chair, stool] COLOR: [white, black, brown, gray, blue, red, metallic silver/gold, green, beige] MATERIAL: [wood, metal, plastic, smooth fabric, leather, tufted fabric, wicker, stone] SHAPE: [rectangular, L-shaped, circular, curved and tiered, U-shaped, individual squares, linear, scattered] Example: OBJECT: sectional sofa, COLOR: white, MATERIAL: wood, SHAPE: rectangular","OBJECT: built-in tiered seating, COLOR: metallic silver/gold, MATERIAL: tufted fabric, SHAPE: curved and tiered","OBJECT: sectional sofa, MATERIAL: leather, SHAPE: curved and tiered",2.6476686000823975,2.161969737571301
17DRP5sb8fy,"Where is the sunburst-style mirror located? Answer with the format 'ROOM, POSITION, NEARBY_OBJECT' with each property separated by a comma. Choose one from each category: ROOM: [main living room, primary bedroom, main bathroom, entrance hallway, dining area, tufted room, kitchenette, lounge] POSITION: [above a sofa, next to a window, over a bench, on the main door, on a closet door, next to the TV, behind the bed, in the shower] NEARBY_OBJECT: [dining table, main bed, sofa, toilet, entrance door, mini-fridge, shower head, television] Example: ROOM: main living room, POSITION: above a sofa, NEARBY_OBJECT: dining table","ROOM: entrance hallway, POSITION: over a bench, NEARBY_OBJECT: entrance door","main living room, above a sofa, next to the main bed",4.281414031982422,5.993991314030174
17DRP5sb8fy,"What is the seating capacity of the dining area table? Answer with one option from [1-seat, 2-seat, 3-seat, 4-seat, 5-seat, 6-seat, 7-seat, 8 seat], e.g., 1-seat",8 seat,1-seat.,3.696549892425537,6.250000899485141
17DRP5sb8fy,"What is the sequence of rooms/areas to navigate from the suite entrance to the main shower? Answer with the format 'START -> INTERMEDIATE -> END' selecting one option for each part. Choose from: START: [tufted room, kitchenette, entrance hallway, primary bedroom, main living room, dining area] INTERMEDIATE: [kitchenette, main living room, lounge with grey sofa, small bathroom, closet, balcony, none] END: [main shower, main toilet, vanity area, main sink, closet, jacuzzi tub, sauna] Example: START: tufted room, INTERMEDIATE: kitchenette, END: main shower","START: entrance hallway, INTERMEDIATE: lounge with grey sofa, END: main shower",START -> INTERMEDIATE -> END,4.043467044830322,6.500000094822436
17DRP5sb8fy,"What is the spatial relationship between the primary bed area and the lounge area with the grey sectional sofa? Answer with the format 'OBJECT1, RELATION, OBJECT2' with each part separated by a comma. Choose one from each category: OBJECT1: [primary bed, grey sectional sofa, dining table, tufted seating, kitchenette counter, main shower] RELATION: [in separate rooms connected by a door, on different floors, in the same open room separated by a divider, back-to-back, across a hallway from each other, in completely separate suites, at opposite ends of the main living room] OBJECT2: [grey sectional sofa, primary bed, entrance door, main bathroom sink, dining table, kitchenette sink] Example: OBJECT1: primary bed, RELATION: in separate rooms connected by a door, OBJECT2: grey sectional sofa","OBJECT1: primary bed, RELATION: in the same open room separated by a divider, OBJECT2: grey sectional sofa",back-to-back,3.0280697345733643,3.7228567315755505
17DRP5sb8fy,"Compare the color and shape of the two main sofas (excluding the tufted seating). Answer with the format 'Sofa 1: COLOR, SHAPE; Sofa 2: COLOR, SHAPE'. Choose one from each category: SOFA_1_COLOR: [white, black, brown, gray, blue, green, beige, red] SOFA_1_SHAPE: [rectangular, L-shaped, circular, curved, U-shaped, modular, straight] SOFA_2_COLOR: [white, black, brown, gray, blue, green, beige, red] SOFA_2_SHAPE: [rectangular, L-shaped, circular, curved, U-shaped, modular, straight] Example: SOFA_1_COLOR: white, SOFA_1_SHAPE: rectangular, SOFA_2_COLOR: white, SOFA_2_SHAPE: rectangular","SOFA_1_COLOR: white, SOFA_1_SHAPE: curved, SOFA_2_COLOR: gray, SOFA_2_SHAPE: L-shaped","SOFA 1: L-shaped, SOFA 2: L-shaped",1.194615125656128,9.482243646347423e-08
