scene_file_name,question,answer,answer_pred,time,distance
pa4otMbVnkk,"Count the number of full-figure, classical-style statues standing on pedestals on the main floor of the grand foyer. Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",2,0,3.370198965072632,2.9879855058330955
pa4otMbVnkk,"Count the furniture types in the library with the large tapestry and blue sofa. Answer with the format 'SOFAS: W, ARMCHAIRS: X, DESKS: Y, BOOKCASES: Z' choosing one option for each. SOFAS: [0, 1, 2, 3, 4+], ARMCHAIRS: [0, 1, 2, 3, 4, 5+], DESKS: [0, 1, 2, 3, 4+], BOOKCASES: [0, 1, 2, 3, 4, 5+], e.g., SOFAS: 0, ARMCHAIRS: 0, DESKS: 0, BOOKCASES: 0","SOFAS: 1, ARMCHAIRS: 4, DESKS: 1, BOOKCASES: 3","SOFAS: 0, ARMCHAIRS: 0, DESKS: 0, BOOKCASES: 0",1.496312141418457,1.3111499486898492e-07
pa4otMbVnkk,"Describe the properties of the formal dining table located in the room with the painted ceiling mural. Answer with the format 'OBJECT, COLOR, MATERIAL, SHAPE' choosing one option from each category separated by commas. OBJECT: [dining table, console table, coffee table, desk, kitchen island, conference table, altar, bar], COLOR: [black, white, brown, gray, beige, metallic, glass, red], MATERIAL: [wood, metal, glass, stone, plastic, marble, laminate, concrete], SHAPE: [rectangular, square, circular, oval, racetrack, irregular, U-shaped, L-shaped], e.g., OBJECT: dining table, COLOR: black, MATERIAL: wood, SHAPE: rectangular","OBJECT: dining table, COLOR: brown, MATERIAL: wood, SHAPE: rectangular","dining table, black, wood, rectangular",1.5622642040252686,1.0000020998146901
pa4otMbVnkk,"Identify the primary materials of the main appliances and surfaces in the large kitchen. Answer with the format 'REFRIGERATOR_FINISH, RANGE_HOOD_FINISH, COUNTERTOPS_MATERIAL' choosing one option from each category separated by commas. REFRIGERATOR_FINISH: [stainless steel, white enamel, black matte, wood paneled, integrated, bronze], RANGE_HOOD_FINISH: [stainless steel, copper, white enamel, black matte, wood, brick], COUNTERTOPS_MATERIAL: [granite/stone, marble, quartz, wood, laminate, stainless steel, tile, concrete], e.g., REFRIGERATOR_FINISH: bronze, RANGE_HOOD_FINISH: wood, COUNTERTOPS_MATERIAL: concrete","REFRIGERATOR_FINISH: stainless steel, RANGE_HOOD_FINISH: stainless steel, COUNTERTOPS_MATERIAL: granite/stone","REFRIGERATOR_FINISH: stainless steel, RANGE_HOOD_FINISH: stainless steel, COUNTERTOPS_MATERIAL: granite",2.1874547004699707,1.3111499486898492e-07
pa4otMbVnkk,"What is the arrangement of the seating in the home theater? Answer with one option from [single row, double row, triple row, semi-circle, U-shaped, scattered, facing each other, circular, L-shaped], e.g., single row",double row,single row.,1.1690754890441895,0.5006239853043021
pa4otMbVnkk,"How many individual recliner seats are present in the home theater room? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10+], e.g., 0",9,2,0.43301939964294434,1.3111499486898492e-07
pa4otMbVnkk,"What is the total seating capacity provided by the chairs around the formal dining table (in the room with the ceiling mural)? Answer with one option from [1-2 seat, 3-4 seat, 5-6 seat, 7-8 seat, 9-10 seat, 11-12 seat, 13-14 seat, 15+ seat], e.g., 1-2 seat",13-14 seat,1-2 seat.,40.99615693092346,88.06207965232319
pa4otMbVnkk,"Where is the espresso machine located? Answer with the format 'ROOM, POSITION, NEARBY_OBJECT' choosing one option from each category separated by commas. ROOM: [main kitchen, home theater, library, pantry/bar area, bathroom, hallway, living room, office], POSITION: [on countertop, on island, built-in, on a cart, on floor, on a dedicated shelf, inside a cabinet], NEARBY_OBJECT: [sink, microwave, refrigerator, cabinet, window, door, trash can, ice maker], e.g., ROOM: main kitchen, POSITION: on countertop, NEARBY_OBJECT: sink","ROOM: pantry/bar area, POSITION: on countertop, NEARBY_OBJECT: cabinet","main kitchen, on countertop, near sink",5.822543144226074,11.000627487077182
pa4otMbVnkk,"What is the correct sequence of distinct areas or rooms when moving from the home theater to the main library? Answer with the format 'START -> INTERMEDIATE -> END' choosing one option for each part. START: [home theater, grand foyer, living room, kitchen, dining room], INTERMEDIATE: [pantry/bar area, main hallway, bathroom, closet, grand foyer, none], END: [library, grand foyer, living room, kitchen, dining room], e.g., START: home theater, INTERMEDIATE: pantry/bar area, END: library","START: home theater, INTERMEDIATE: None, END: library",START -> INTERMEDIATE -> END,12.877346754074097,26.22822518564648
pa4otMbVnkk,"In the green-walled bathroom, where is the urinal located? Answer with the format 'ROOM_AREA, POSITION, NEARBY_OBJECT' choosing one option from each category separated by commas. ROOM_AREA: [bathroom by grand foyer, separate water closet, shower stall, entryway, linen closet], POSITION: [next to toilet, next to sink, in a separate stall, across from toilet, between sink and toilet, in a corner, opposite the door], NEARBY_OBJECT: [toilet, sink/vanity, shower, window, door, trash can, towel rack, small framed picture, big framed picture], e.g., ROOM_AREA: bathroom by grand foyer, POSITION: next to toilet, NEARBY_OBJECT: toilet","ROOM_AREA: bathroom by grand foyer, POSITION: next to toilet, NEARBY_OBJECT: small framed picture","bathroom by grand foyer, position next to toilet, nearby object is sink",1.0703511238098145,1.3111499486898492e-07
