START | Pos: [-4.59648, 0.13958, -8.32624] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.4715, 0.1396, -8.5427], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.3465, 0.1396, -8.7593], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.2215, 0.1396, -8.9758], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-4.0965, 0.1396, -9.1923], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-4.0965, 0.1396, -9.1923], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.8800, 0.1396, -9.3173], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.6635, 0.1396, -9.4423], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.4470, 0.1396, -9.5673], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.2305, 0.1396, -9.6923], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.0139, 0.1396, -9.8173], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.7974, 0.1396, -9.9423], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.7974, 0.1396, -9.9423], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.7974, 0.1396, -9.9423], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-2.7974, 0.1396, -9.9423], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-2.7974, 0.1396, -9.9423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -9.6923], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -9.4423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -9.1923], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -8.9423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -8.6923], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -8.4423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -8.1923], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -7.9423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -7.6923], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -7.4423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -7.1923], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.7974, 0.1396, -6.9423], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-2.7974, 0.1396, -6.9423], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.9224, 0.1396, -6.7258], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.0474, 0.1396, -6.5093], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.1724, 0.1396, -6.2927], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.2974, 0.1396, -6.0762], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.4224, 0.1396, -5.8597], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.5474, 0.1396, -5.6432], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.6724, 0.1396, -5.4267], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
stop, Pos: [-3.6724, 0.1396, -5.4267], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
