START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.0935, 0.1944, -4.5716], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.2185, 0.1944, -4.3551], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.3435, 0.1944, -4.1386], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.4685, 0.1944, -3.9220], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [18.4685, 0.1944, -3.9220], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [18.4685, 0.1944, -3.9220], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [18.4685, 0.1944, -3.9220], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [18.4685, 0.1944, -3.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.2185, 0.1944, -3.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.9685, 0.1944, -3.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.7185, 0.1944, -3.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.4685, 0.1944, -3.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.4685, 0.1944, -3.9220], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.2520, 0.1944, -3.7970], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.0355, 0.1944, -3.6720], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [17.0355, 0.1944, -3.6720], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.7855, 0.1944, -3.6720], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.5355, 0.1944, -3.6720], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [16.5355, 0.1944, -3.6720], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [16.3190, 0.1944, -3.5470], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [16.1025, 0.1944, -3.4220], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.8860, 0.1944, -3.2970], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.6695, 0.1944, -3.1720], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.4530, 0.1944, -3.0470], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [15.4530, 0.1944, -3.0470], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [15.4530, 0.1944, -3.0470], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
