START | Pos: [-0.23005, 0.07, 7.71749] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.4466, 0.0700, 7.5925], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.6631, 0.0700, 7.4675], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.8796, 0.0700, 7.3425], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.0961, 0.0700, 7.2175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.3126, 0.0700, 7.0925], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.5291, 0.0700, 6.9675], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.7456, 0.0700, 6.8425], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.9621, 0.0700, 6.7175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.1786, 0.0700, 6.5925], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.3951, 0.0700, 6.4675], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.6116, 0.0700, 6.3425], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.8281, 0.0700, 6.2175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.0446, 0.0700, 6.0925], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.2611, 0.0700, 5.9675], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.4776, 0.0700, 5.8425], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.6941, 0.0700, 5.7175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-3.9107, 0.0700, 5.5925], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.1272, 0.0700, 5.4675], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.3437, 0.0700, 5.3425], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.5602, 0.0700, 5.2175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-4.5602, 0.0700, 5.2175], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-4.5602, 0.0700, 5.2175], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-4.5602, 0.0700, 5.2175], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-4.5602, 0.0700, 5.2175], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.3437, 0.0700, 5.0925], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.1272, 0.0700, 4.9675], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.9107, 0.0700, 4.8425], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.6941, 0.0700, 4.7175], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.4776, 0.0700, 4.5925], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.2611, 0.0700, 4.4675], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.0446, 0.0700, 4.3425], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.8281, 0.0700, 4.2175], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
stop, Pos: [-2.8281, 0.0700, 4.2175], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
