START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [25.3449, 0.0724, -7.1737], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [25.1284, 0.0724, -7.0487], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [24.9119, 0.0724, -6.9237], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [24.6954, 0.0724, -6.7987], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [24.4789, 0.0724, -6.6736], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [24.2624, 0.0724, -6.5486], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [24.0459, 0.0724, -6.4236], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [23.8294, 0.0724, -6.2986], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [23.8294, 0.0724, -6.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5794, 0.0724, -6.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [23.5794, 0.0724, -6.2986], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [23.3629, 0.0724, -6.1736], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [23.1464, 0.0724, -6.0486], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [22.9299, 0.0724, -5.9236], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [22.7134, 0.0724, -5.7986], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [22.4969, 0.0724, -5.6736], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [22.2804, 0.0724, -5.5485], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [22.0639, 0.0724, -5.4235], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [21.8474, 0.0724, -5.2985], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [21.6309, 0.0724, -5.1735], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [21.4144, 0.0724, -5.0485], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [21.1979, 0.0724, -4.9235], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [20.9814, 0.0724, -4.7985], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [20.7649, 0.0724, -4.6735], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [20.5484, 0.0724, -4.5485], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [20.3319, 0.0724, -4.4234], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [20.1154, 0.0724, -4.2984], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [19.8989, 0.0724, -4.1734], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [19.6824, 0.0724, -4.0484], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [19.4659, 0.0724, -3.9234], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [19.2494, 0.0724, -3.7984], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [19.0329, 0.0724, -3.6734], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
