START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.5790, 0.4369, -18.0869], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.4540, 0.5190, -18.3034], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.3290, 0.6186, -18.5199], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.2040, 0.7182, -18.7364], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-7.2040, 0.7182, -18.7364], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.8407, -18.9864], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9209, -19.2364], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9649, -19.4864], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9649, -19.7364], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9649, -19.9864], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9649, -20.2364], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9649, -20.4864], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.2041, 0.9649, -20.7364], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.0928, 0.9649, -20.8592], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.9690, 0.9649, -20.9676], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.8451, 0.9649, -21.0760], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.8122, 0.9649, -21.3260], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.7776, 0.9775, -21.5488], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.6561, 1.0216, -21.7034], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.5347, 1.0658, -21.8579], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.4133, 1.1099, -22.0125], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.2918, 1.1541, -22.1671], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.2622, 1.1649, -22.2048], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
