START | Pos: [-2.3657, 2.9257, 3.65177] | Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.3657, 2.9258, 3.6518], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.3657, 2.9258, 3.6518], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.1157, 2.9258, 3.6518], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.8657, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6157, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.3657, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.1157, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.8657, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.6157, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.3657, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1157, 2.9258, 3.6517], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.1343, 2.9258, 3.6516], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.3843, 2.9258, 3.6516], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.6343, 2.9258, 3.6516], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.8843, 2.9258, 3.6516], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.1343, 2.9258, 3.6516], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.3843, 2.9258, 3.6516], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [1.3843, 2.9258, 3.6516], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [1.6008, 2.9258, 3.7766], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [1.3843, 2.9258, 3.9016], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [1.3843, 2.9258, 3.9016], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1343, 2.9258, 3.9016], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.8843, 2.9258, 3.9016], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.6343, 2.9258, 3.9016], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.3843, 2.9258, 3.9016], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.1343, 2.9258, 3.9016], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1157, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3657, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6157, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8657, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1157, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3657, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6157, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8657, 2.9258, 3.9017], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1157, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3657, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6157, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8657, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1157, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3657, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6157, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.8657, 2.9258, 3.9018], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1157, 2.9258, 3.9019], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3657, 2.9258, 3.9019], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-4.3657, 2.9258, 3.9019], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-4.5822, 2.9258, 3.7769], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-4.7987, 2.9258, 3.6519], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.0152, 2.9258, 3.5269], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.2317, 2.9258, 3.4019], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.4483, 2.9258, 3.2769], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.6648, 2.9258, 3.1519], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-5.8813, 2.9258, 3.0269], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-6.0978, 2.9258, 2.9020], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-6.3143, 2.9258, 2.7770], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-6.5308, 2.9258, 2.6520], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-6.7473, 2.9258, 2.5270], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-6.9638, 2.9258, 2.4020], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-6.9638, 2.9258, 2.4020], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-6.9638, 2.9258, 2.4020], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
