START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7040, 0.4653, -18.1204], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7040, 0.5649, -18.3704], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7040, 0.6874, -18.6204], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7040, 0.7462, -18.8704], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7041, 0.8548, -19.1204], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7041, 0.9635, -19.3704], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7041, 0.9649, -19.6204], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.7041, 0.9649, -19.8704], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-7.7041, 0.9649, -19.8704], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-7.7041, 0.9649, -19.8704], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.7041, 0.9649, -19.8704], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-7.7041, 0.9649, -19.8704], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.9206, 0.9649, -19.7453], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.1371, 0.9649, -19.6203], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.3536, 0.9649, -19.4953], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.5701, 0.9649, -19.3703], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.7866, 0.9649, -19.2453], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.0031, 0.9323, -19.1203], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.2196, 0.8909, -18.9953], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.4361, 0.8495, -18.8703], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.6526, 0.6903, -18.7452], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.8691, 0.6283, -18.6202], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-10.0856, 0.5683, -18.4952], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
