START | Pos: [-7.4862, 0.1396, 30.2147] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4862, 0.1397, 29.9647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4862, 0.1397, 29.7147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4862, 0.1397, 29.4647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4862, 0.1397, 29.2147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 28.9647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 28.7147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 28.4647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 28.2147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 27.9647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 27.7147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 27.4647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4863, 0.1397, 27.2147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-7.4863, 0.1397, 27.2147], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.3614, 0.1397, 26.9982], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-7.3614, 0.1397, 26.9982], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 26.7482], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 26.4982], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 26.2482], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 25.9982], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 25.7482], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 25.4982], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3614, 0.1397, 25.2482], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3615, 0.1397, 24.9982], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.3615, 0.1397, 24.7482], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-7.3615, 0.1397, 24.7482], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.4865, 0.1397, 24.5317], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.6115, 0.1397, 24.3152], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-7.6115, 0.1397, 24.3152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6115, 0.1397, 24.0652], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6115, 0.1397, 23.8152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6115, 0.1397, 23.5652], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6115, 0.1397, 23.3152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 23.0652], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 22.8152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 22.5652], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 22.3152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 22.0652], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 21.8152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 21.5652], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.6116, 0.1397, 21.3152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
stop, Pos: [-7.6116, 0.1397, 21.3152], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
