START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.7755, 0.1271, 1.5449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.9920, 0.1271, 1.4199], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.2085, 0.1271, 1.2949], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.4250, 0.1271, 1.1699], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.6415, 0.1271, 1.0448], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.8580, 0.1271, 0.9198], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.0745, 0.1271, 0.7948], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.2910, 0.1271, 0.6698], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.5075, 0.1271, 0.5448], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.7240, 0.1271, 0.4198], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.9405, 0.1271, 0.2948], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.1570, 0.1271, 0.1698], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.3735, 0.1271, 0.0448], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.5900, 0.1271, -0.0803], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.8065, 0.1271, -0.2053], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.0230, 0.1271, -0.3303], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.2395, 0.1271, -0.4553], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.4560, 0.1271, -0.5803], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.6725, 0.1271, -0.7053], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.8890, 0.1271, -0.8303], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.1055, 0.1271, -0.9553], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.3220, 0.1271, -1.0803], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.5385, 0.1271, -1.2053], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [18.5385, 0.1271, -1.2053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.7885, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.0385, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2885, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.5385, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.7885, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.0385, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.2885, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.5385, 0.1271, -1.2054], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.7885, 0.1271, -1.2055], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.0385, 0.1271, -1.2055], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.2885, 0.1271, -1.2055], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [21.2885, 0.1271, -1.2055], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [21.5050, 0.1271, -1.0805], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [21.5050, 0.1271, -1.0805], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.7550, 0.1271, -1.0805], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.0050, 0.1271, -1.0805], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.2550, 0.1271, -1.0805], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.5050, 0.1271, -1.0805], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.7550, 0.1271, -1.0806], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [22.7550, 0.1271, -1.0806], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.9715, 0.1271, -0.9556], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [22.9715, 0.1271, -0.9556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.2215, 0.1271, -0.9556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.4715, 0.1271, -0.9556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.7215, 0.1271, -0.9556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.9715, 0.1271, -0.9556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.2215, 0.1271, -0.9556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [24.2215, 0.1271, -0.9556], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.4381, 0.1271, -0.8306], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.6546, 0.1271, -0.7057], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.8711, 0.1271, -0.5807], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.0876, 0.1271, -0.4557], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.3041, 0.1271, -0.3307], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.5206, 0.1271, -0.2057], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.7371, 0.1271, -0.0807], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.9536, 0.1271, 0.0443], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.1702, 0.1271, 0.1693], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.3867, 0.1271, 0.2943], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.6032, 0.1271, 0.4193], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.8197, 0.1271, 0.5442], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.0362, 0.1271, 0.6692], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.2527, 0.1271, 0.7942], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.4692, 0.1271, 0.9192], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [27.4692, 0.1271, 0.9192], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.7192, 0.1271, 0.9192], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.9692, 0.1271, 0.9192], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.2192, 0.1271, 0.9192], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.4692, 0.1271, 0.9192], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.7192, 0.1271, 0.9191], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.9692, 0.1271, 0.9191], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.2192, 0.1271, 0.9191], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.4692, 0.1271, 0.9191], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.7192, 0.1271, 0.9191], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.9692, 0.1271, 0.9191], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [29.9692, 0.1271, 0.9191], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [30.1857, 0.1271, 1.0441], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [30.1857, 0.1271, 1.0441], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [30.4357, 0.1271, 1.0441], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [30.6857, 0.1271, 1.0440], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [30.9357, 0.1271, 1.0440], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [30.6857, 0.1271, 1.0440], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [30.4357, 0.1271, 1.0441], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [30.4357, 0.1271, 1.0441], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
