START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [13.4340, 0.1271, 1.8864], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [13.3090, 0.1271, 2.1029], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [13.1841, 0.1271, 2.3194], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [13.0591, 0.1271, 2.5360], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.9341, 0.1271, 2.7525], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.8091, 0.1271, 2.9690], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.6841, 0.1271, 3.1855], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.5591, 0.1271, 3.4020], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.4341, 0.1271, 3.6185], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.3091, 0.1271, 3.8350], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.1841, 0.1271, 4.0515], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [12.0591, 0.1271, 4.2681], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.9342, 0.1271, 4.4846], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.8092, 0.1271, 4.7011], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.6842, 0.1271, 4.9176], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.5592, 0.1271, 5.1341], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.4342, 0.1271, 5.3506], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.3092, 0.1271, 5.5671], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.1842, 0.1271, 5.7836], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.0592, 0.1271, 6.0002], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.9342, 0.1271, 6.2167], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.8093, 0.1271, 6.4332], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6843, 0.1271, 6.6497], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.5593, 0.1271, 6.8662], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [10.5593, 0.1271, 6.8662], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [10.3428, 0.1271, 6.9912], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [10.1263, 0.1271, 7.1162], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
