START | Pos: [-5.70059, 0.09346, 1.68376] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-5.7006, 0.0935, 1.6838], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-5.8256, 0.0935, 1.9003], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.8256, 0.0935, 1.6503], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.8256, 0.0935, 1.4003], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.8256, 0.0935, 1.1503], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.8256, 0.0935, 0.9003], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-5.8256, 0.0935, 0.6503], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-5.8256, 0.0935, 0.6503], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-5.8256, 0.0935, 0.6503], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-5.8256, 0.0935, 0.6503], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-5.8256, 0.0935, 0.6503], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.0421, 0.0935, 0.7753], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2586, 0.0935, 0.9003], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.4751, 0.0935, 1.0253], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.6916, 0.0935, 1.1503], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-6.9081, 0.0935, 1.2753], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-7.1246, 0.0935, 1.4003], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-7.3411, 0.0935, 1.5253], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-7.5576, 0.0935, 1.6503], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
stop, Pos: [-7.5576, 0.0935, 1.6503], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
