START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [25.3114, 0.0724, -7.2987], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [25.0614, 0.0724, -7.2987], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.8114, 0.0724, -7.2987], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.5614, 0.0724, -7.2987], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.3114, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [24.0614, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.8114, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.5614, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.3114, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [23.0614, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.8114, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.5614, 0.0724, -7.2986], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.3114, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [22.0614, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.8114, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.5614, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.3114, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [21.0614, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.8114, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.5614, 0.0724, -7.2985], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.3114, 0.0724, -7.2984], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [20.0614, 0.0724, -7.2984], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [19.8114, 0.0724, -7.2984], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [19.5614, 0.0724, -7.2984], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [19.3114, 0.0724, -7.2984], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.3114, 0.0724, -7.2984], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [19.0949, 0.0724, -7.1734], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [19.0949, 0.0724, -7.1734], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.8449, 0.0724, -7.1734], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.5949, 0.0724, -7.1734], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.3449, 0.0724, -7.1733], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.0949, 0.0724, -7.1733], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [17.8449, 0.0724, -7.1733], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
