START | Pos: [2.91232, 0.148, -1.9068] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [2.9123, 0.1480, -1.9068], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [2.9123, 0.1480, -1.9068], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [2.9123, 0.1480, -1.9068], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
stop, Pos: [2.6958, 0.1480, -1.7818], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
