START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.4875, 0.3473, -17.7454], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.2710, 0.3290, -17.6204], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.0545, 0.2126, -17.4954], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.8379, 0.1649, -17.3704], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.8379, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5879, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.3379, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.0879, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.8379, 0.1649, -17.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.5879, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.3379, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.0879, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.8379, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.5879, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3379, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.0879, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.8379, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.5879, 0.1649, -17.3705], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3379, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.0879, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8379, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5879, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3379, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0879, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8379, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5879, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3379, 0.1649, -17.3706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.0879, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8379, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5879, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3379, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.0879, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.1621, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.4121, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.6621, 0.1649, -17.3707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.9121, 0.1649, -17.3708], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [0.9121, 0.1649, -17.3708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.1286, 0.1649, -17.2458], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.3451, 0.1649, -17.1208], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.5616, 0.1649, -16.9958], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.7781, 0.1649, -16.8708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.9946, 0.1649, -16.7458], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.2111, 0.1649, -16.6208], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.4276, 0.1649, -16.4958], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.6442, 0.1649, -16.3708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.8607, 0.1649, -16.2459], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.0772, 0.1649, -16.1209], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.2937, 0.1649, -15.9959], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.5102, 0.1649, -15.8709], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.7267, 0.1649, -15.7459], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [3.7267, 0.1649, -15.7459], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.8517, 0.1649, -15.5294], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.9767, 0.1649, -15.3129], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [4.1017, 0.1649, -15.0964], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [4.2268, 0.1649, -14.8799], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [4.3518, 0.1649, -14.6634], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [4.3518, 0.1649, -14.6634], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [4.3518, 0.1649, -14.4134], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
