START | Pos: [-4.59648, 0.13958, -8.32624] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.4715, 0.1396, -8.5427], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.3465, 0.1396, -8.7593], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.2215, 0.1396, -8.9758], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-4.0965, 0.1396, -9.1923], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-3.9715, 0.1396, -9.4088], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-3.8465, 0.1396, -9.6253], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-3.7215, 0.1396, -9.8418], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.7215, 0.1396, -9.8418], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.5050, 0.1396, -9.9668], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.2885, 0.1396, -10.0918], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-3.0720, 0.1396, -10.2168], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.8555, 0.1396, -10.3418], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.6389, 0.1396, -10.4668], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.6389, 0.1396, -10.4668], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-2.6389, 0.1396, -10.4668], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-2.6389, 0.1396, -10.4668], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-2.6389, 0.1396, -10.4668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -10.2168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -9.9668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -9.7168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -9.4668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -9.2168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -8.9668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -8.7168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -8.4668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -8.2168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -7.9668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -7.7168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -7.4668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -7.2168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -6.9668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -6.7168], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-2.6389, 0.1396, -6.4668], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
