START | Pos: [-0.23005, 0.07, 7.71749] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.2300, 0.0700, 7.7175], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-0.2300, 0.0700, 7.7175], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.0135, 0.0700, 7.5925], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [0.2030, 0.0700, 7.4675], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.2030, 0.0700, 7.4675], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.3280, 0.0700, 7.2510], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.4530, 0.0700, 7.0345], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.5780, 0.0700, 6.8180], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.7030, 0.0700, 6.6015], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.8280, 0.0700, 6.3850], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [0.9530, 0.0700, 6.1685], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [1.0780, 0.0700, 5.9519], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [1.2030, 0.0700, 5.7354], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [1.3280, 0.0700, 5.5189], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [1.4530, 0.0700, 5.3024], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [1.5780, 0.0700, 5.0859], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [1.5780, 0.0700, 5.0859], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [1.7945, 0.0700, 4.9609], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [1.7945, 0.0700, 4.9609], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [1.9195, 0.0700, 4.7444], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [2.0445, 0.0700, 4.5279], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [2.1695, 0.0700, 4.3114], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [2.2945, 0.0700, 4.0949], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [2.4195, 0.0700, 3.8784], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [2.4195, 0.0700, 3.8784], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [2.4195, 0.0700, 3.8784], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.4195, 0.0700, 3.8784], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.4195, 0.0700, 3.8784], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.1695, 0.0700, 3.8784], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.9195, 0.0700, 3.8784], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.6695, 0.0700, 3.8784], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.4195, 0.0700, 3.8784], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [1.4195, 0.0700, 3.8784], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.2030, 0.0700, 4.0034], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.9865, 0.0700, 4.1284], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [0.9865, 0.0700, 4.1284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.7365, 0.0700, 4.1284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.4865, 0.0700, 4.1284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2365, 0.0700, 4.1284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.0135, 0.0700, 4.1284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-0.0135, 0.0700, 4.1284], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-0.0135, 0.0700, 4.1284], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-0.0135, 0.0700, 4.1284], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-0.0135, 0.0700, 4.1284], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
stop, Pos: [-0.0135, 0.0700, 4.1284], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
