START | Pos: [-4.59648, 0.13958, -8.32624] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-4.5965, 0.1396, -8.3262], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-4.8130, 0.1396, -8.2012], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-4.8130, 0.1396, -8.4512], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-4.8130, 0.1396, -8.7012], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-4.8130, 0.1396, -8.9512], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.8130, 0.1396, -9.2012], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
