START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.1850, 0.1944, -4.9131], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.1850, 0.1944, -4.9131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.4350, 0.1944, -4.9131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.6850, 0.1944, -4.9131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [18.6850, 0.1944, -4.9131], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [18.9015, 0.1944, -4.7881], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.1180, 0.1944, -4.6631], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.3345, 0.1944, -4.5381], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.5510, 0.1944, -4.4131], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.7676, 0.1944, -4.2881], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.9841, 0.1944, -4.1631], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [20.2006, 0.1944, -4.0381], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [20.4171, 0.1944, -3.9131], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [20.6336, 0.1944, -3.7881], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [20.8501, 0.1944, -3.6631], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [21.0666, 0.1944, -3.5381], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [21.2831, 0.1944, -3.4131], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [21.2831, 0.1944, -3.4131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.5331, 0.1944, -3.4131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.7831, 0.1944, -3.4131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.0331, 0.1944, -3.4131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.2831, 0.1944, -3.4131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.5331, 0.1944, -3.4131], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
