START | Pos: [3.18055, 0.18678, -3.51576] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [3.1806, 0.1868, -3.5158], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.3055, 0.1868, -3.2993], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [3.3055, 0.1868, -3.2993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -3.0493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -2.7993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -2.5493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -2.2993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -2.0493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -1.7993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -1.5493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -1.2993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -1.0493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [3.3055, 0.1868, -0.7993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [3.3055, 0.1868, -0.7993], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.4305, 0.1868, -0.5827], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.5555, 0.1868, -0.3662], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.6805, 0.1868, -0.1497], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.8055, 0.1868, 0.0668], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.9305, 0.1868, 0.2833], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [4.0555, 0.1868, 0.4998], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [4.1805, 0.1868, 0.7163], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
stop, Pos: [4.1805, 0.1868, 0.7163], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
