START | Pos: [-9.49727, 0.19156, 2.8449] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.7138, 0.1916, 2.7199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.9303, 0.1916, 2.5949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-10.1468, 0.1916, 2.4699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-10.3633, 0.1916, 2.3449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-10.5798, 0.1916, 2.2199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-10.7963, 0.1916, 2.0949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-11.0128, 0.1916, 1.9699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-11.2293, 0.1916, 1.8449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-11.0128, 0.1916, 1.9699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.7963, 0.1916, 2.0949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.5798, 0.1916, 2.2199], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.3633, 0.1916, 2.3449], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-10.1468, 0.1916, 2.4699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.9303, 0.1916, 2.5949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
stop, Pos: [-9.9303, 0.1916, 2.5949], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
