START | Pos: [-0.7925, 0.1626, 1.5652] | Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.5760, 0.1626, 1.6902], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-0.5760, 0.1626, 1.6902], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.4510, 0.1626, 1.9067], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-0.4510, 0.1626, 1.9067], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.2345, 0.1626, 2.0317], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-0.2345, 0.1626, 2.0317], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.0155, 0.1626, 2.0317], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.2454, 0.1626, 2.0445], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.3174, 0.1626, 2.1577], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [0.3174, 0.1626, 2.1577], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.5339, 0.1626, 2.2827], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.7505, 0.1626, 2.4077], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [0.7505, 0.1626, 2.4077], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.0005, 0.1626, 2.4077], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.2505, 0.1626, 2.4077], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.5005, 0.1626, 2.4077], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.7505, 0.1626, 2.4076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.7505, 0.1626, 2.4076], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [1.9670, 0.1626, 2.2826], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.1835, 0.1626, 2.1576], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.4000, 0.1626, 2.0326], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.4000, 0.1626, 2.0326], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [2.4000, 0.1626, 2.0326], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [2.4000, 0.1626, 2.0326], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [2.5250, 0.1626, 2.2491], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.5230, 0.1626, 2.0362], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.5099, 0.1626, 2.0355], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4967, 0.1626, 2.0348], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4836, 0.1626, 2.0341], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4705, 0.1626, 2.0334], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4573, 0.1626, 2.0327], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4442, 0.1626, 2.0320], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4311, 0.1626, 2.0314], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4179, 0.1626, 2.0307], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.4048, 0.1626, 2.0300], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3917, 0.1626, 2.0293], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3785, 0.1626, 2.0286], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3654, 0.1626, 2.0279], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3523, 0.1626, 2.0272], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3391, 0.1626, 2.0265], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3260, 0.1626, 2.0258], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.3129, 0.1626, 2.0251], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
