START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [18.0935, 0.1944, -4.5716], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [18.0935, 0.1944, -4.5716], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.0935, 0.1944, -4.3216], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.8770, 0.1944, -4.4466], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.1270, 0.1944, -4.4466], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.3770, 0.1944, -4.4466], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.6270, 0.1944, -4.4466], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [18.6270, 0.1944, -4.4466], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [18.8435, 0.1944, -4.3216], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [18.7185, 0.1944, -4.5381], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [18.7185, 0.1944, -4.5381], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [18.7185, 0.1944, -4.5381], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [18.7185, 0.1944, -4.5381], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.7185, 0.1944, -4.5381], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [18.7185, 0.1944, -4.5381], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [18.9350, 0.1944, -4.4131], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.1515, 0.1944, -4.2881], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
