START | Pos: [2.078, 0.029, -26.96813] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.0780, 0.0296, -26.9681], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.0780, 0.0296, -26.9681], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.9530, 0.0296, -26.7516], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.8280, 0.0296, -26.5351], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.8280, 0.0296, -26.5351], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.6073, 0.0296, -26.4523], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.3908, 0.0296, -26.3273], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.1743, 0.0296, -26.2023], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.9578, 0.0296, -26.0773], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.7413, 0.0296, -25.9523], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.5248, 0.0296, -25.8273], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.3445, 0.0296, -25.6660], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.1280, 0.0296, -25.5410], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.0885, 0.0296, -25.4160], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.3050, 0.0296, -25.2910], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.5215, 0.0296, -25.1660], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.7380, 0.0296, -25.0409], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.9545, 0.0296, -24.9159], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.9545, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.2045, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4545, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7045, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9545, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.2045, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.4545, 0.0296, -24.9159], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.7045, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.9545, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2045, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.4545, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.7045, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.9545, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.2045, 0.0296, -24.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.4545, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.7045, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.9545, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.2045, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.4545, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.7045, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9545, 0.0296, -24.9157], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.9545, 0.0296, -24.9157], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.1710, 0.0296, -25.0407], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.3875, 0.0296, -25.1656], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.6040, 0.0296, -25.2906], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.8205, 0.0296, -25.4156], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.8205, 0.0296, -25.4156], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.0705, 0.0296, -25.4156], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.3205, 0.0296, -25.4156], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.3205, 0.0296, -25.4156], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.5370, 0.0296, -25.5406], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.5370, 0.0296, -25.5406], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.7870, 0.0296, -25.5406], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.7870, 0.0296, -25.5406], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.0035, 0.0296, -25.6656], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.0035, 0.0296, -25.6656], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.2535, 0.0296, -25.6655], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.5035, 0.0296, -25.6655], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.7535, 0.0296, -25.6655], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.0035, 0.0296, -25.6655], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-9.0035, 0.0296, -25.6655], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.2200, 0.0296, -25.5405], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-9.2200, 0.0296, -25.5405], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-9.2200, 0.0296, -25.5405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -25.2905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -25.0405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -24.7905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -24.5405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -24.2905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -24.0405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2200, 0.0296, -23.7905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -23.5405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -23.2905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -23.0405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -22.7905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -22.5405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -22.2905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -22.0405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2199, 0.0296, -21.7905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2198, 0.0296, -21.5405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2198, 0.0296, -21.2905], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2198, 0.0296, -21.0405], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
