START | Pos: [-14.8719, 0.169, 5.2188] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-14.8719, 0.1690, 5.2188], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-14.7469, 0.1690, 5.4353], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-14.6219, 0.1690, 5.6518], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.6219, 0.1690, 5.6518], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6219, 0.1690, 5.9018], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6219, 0.1690, 6.1518], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6218, 0.1690, 6.4018], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6218, 0.1690, 6.6518], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6218, 0.1690, 6.9018], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6218, 0.1690, 7.1518], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6246, 0.1690, 7.3742], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6493, 0.1690, 7.3767], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6740, 0.1690, 7.3791], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.6988, 0.1690, 7.3816], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.7235, 0.1690, 7.3841], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.7483, 0.1690, 7.3866], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.7730, 0.1690, 7.3890], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.7977, 0.1690, 7.3915], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.8225, 0.1690, 7.3940], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.8472, 0.1690, 7.3965], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.8720, 0.1690, 7.3989], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.8967, 0.1690, 7.4014], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.9214, 0.1690, 7.4039], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-14.9462, 0.1690, 7.4064], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-14.9462, 0.1690, 7.4064], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.0914, 0.1690, 7.4209], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.2818, 0.1690, 7.5283], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.4068, 0.1690, 7.7448], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.5318, 0.1690, 7.9613], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.6568, 0.1690, 8.1778], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.7818, 0.1690, 8.3943], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-15.9068, 0.1690, 8.6109], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.0317, 0.1690, 8.8274], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.1567, 0.1690, 9.0439], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.2817, 0.1690, 9.2604], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.4067, 0.1690, 9.4769], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.5317, 0.1690, 9.6934], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.6567, 0.1690, 9.9099], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.7817, 0.1690, 10.1264], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.9067, 0.1690, 10.3430], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
stop, Pos: [-16.9067, 0.1690, 10.3430], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
