START | Pos: [-9.49727, 0.19156, 2.8449] | Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.3723, 0.1916, 3.0614], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-9.3723, 0.1916, 3.0614], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-9.3723, 0.1916, 3.0614], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-9.3723, 0.1916, 3.0614], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.1558, 0.1916, 2.9364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-9.1558, 0.1916, 2.9364], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-9.1558, 0.1916, 2.9364], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-9.1558, 0.1916, 2.9364], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-9.1558, 0.1916, 2.9364], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-9.1558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.4058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.6558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.9058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.1558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.4058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.6558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.1558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.6558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.9058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.1558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.4058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.6558, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.9058, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.6558, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.4058, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.1558, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.9058, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.6558, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4058, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.1558, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9058, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.6558, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.4058, 0.1916, 2.9364], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-10.4058, 0.1916, 2.9364], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-10.1893, 0.1916, 2.8114], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.9728, 0.1916, 2.6864], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.9728, 0.1916, 2.6864], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.7228, 0.1916, 2.6864], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.4728, 0.1916, 2.6864], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.2228, 0.1916, 2.6864], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.9728, 0.1916, 2.6864], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-8.9728, 0.1916, 2.6864], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.9728, 0.1916, 2.6864], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.9728, 0.1916, 2.6864], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-8.9728, 0.1916, 2.9364], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-8.9728, 0.1916, 2.9364], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-8.9728, 0.1916, 2.9364], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.7562, 0.1916, 3.0614], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.5397, 0.1916, 3.1864], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-8.5397, 0.1916, 3.1864], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-8.5397, 0.1916, 3.1864], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-8.5397, 0.1916, 3.1864], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-8.4147, 0.1916, 2.9699], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-8.1982, 0.1916, 2.8449], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-8.3232, 0.1916, 3.0614], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-8.3232, 0.1916, 3.0614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-8.3232, 0.1916, 3.0614], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-8.3232, 0.1916, 3.0614], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.5397, 0.1916, 2.9364], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.7562, 0.1916, 2.8114], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.9728, 0.1916, 2.6864], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.1893, 0.1916, 2.5614], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.4058, 0.1916, 2.4364], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
stop, Pos: [-9.4058, 0.1916, 2.4364], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
