START | Pos: [-13.707, 0.08012, 8.04988] | Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.4905, 0.0801, 7.9249], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.2740, 0.0801, 7.7999], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.0575, 0.0801, 7.6748], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.8410, 0.0801, 7.5498], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.6245, 0.0801, 7.4248], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.4080, 0.0801, 7.2998], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
