START | Pos: [-2.76623, 0.19817, -2.16161] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.7662, 0.1982, -2.1616], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
