START | Pos: [-1.2893, 0.1912, -4.75057] | Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.2893, 0.1912, -4.7506], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.5058, 0.1912, -4.8756], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.5058, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7558, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0058, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2558, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5058, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7558, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.0058, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2558, 0.1912, -4.8756], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-3.2558, 0.1912, -4.8756], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.4723, 0.1912, -4.7506], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.6888, 0.1912, -4.6256], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.9053, 0.1912, -4.5006], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.1218, 0.1912, -4.3756], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.3383, 0.1912, -4.2506], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.5548, 0.1912, -4.1256], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.7714, 0.1912, -4.0006], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
stop, Pos: [-4.7714, 0.1912, -4.0006], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
