START | Pos: [-14.46642, 0.18403, -6.48453] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-14.4664, 0.1840, -6.4845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -6.2345], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -5.9845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -5.7345], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -5.4845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -5.2345], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -4.9845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -4.7345], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -4.4845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -4.2345], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -3.9845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -3.7345], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.4664, 0.1840, -3.4845], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-14.4664, 0.1840, -3.4845], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-14.3414, 0.1840, -3.2680], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-14.2164, 0.1840, -3.0515], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.2164, 0.1840, -3.0515], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.2164, 0.1840, -2.8015], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.2164, 0.1840, -2.5515], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.2164, 0.1840, -2.3015], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-14.2164, 0.1840, -2.0515], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
stop, Pos: [-14.2164, 0.1840, -2.0515], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
