START | Pos: [-5.9008, 0.16, -2.3891] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-6.0258, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7758, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.5258, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.2758, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.0258, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.7758, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.5258, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.2758, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.0258, 0.1600, -2.6056], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.8093, 0.1600, -2.4806], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.8093, 0.1600, -2.4806], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.5593, 0.1600, -2.4806], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.3093, 0.1600, -2.4806], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-3.4343, 0.1600, -2.6971], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-3.5593, 0.1600, -2.9136], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-3.6843, 0.1600, -3.1301], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-3.8093, 0.1600, -3.3466], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-3.9343, 0.1600, -3.5631], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
