START | Pos: [-4.21486, 0.21325, -3.33832] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-4.2149, 0.2132, -3.3383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -3.0883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -2.8383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -2.5883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -2.3383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -2.0883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -1.8383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -1.5883], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-4.2149, 0.2132, -1.3383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
stop, Pos: [-4.2149, 0.2132, -1.3383], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
