START | Pos: [-13.67385, 0.09345, 13.89784] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-13.9239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.1739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.4239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-14.9239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.1739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.4239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.9239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.1739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.4239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.9239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-17.1739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-17.4239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-17.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-17.9239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.1739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.4239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.6739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-18.9239, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-19.1739, 0.0935, 13.8978], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
