scene_file_name,question,answer,answer_pred,time,distance
102815835,"Count furniture by type in the scene. Answer with the format 'chairs: X, tables: Y, lamps: Z' where X, Y, Z are integers. Choose one from each category: BEDS: [0, 1, 2, 3, 4, 5, 6, 7, 8+], TABLES: [0, 1, 2, 3, 4, 5+], LAMPS: [0, 1, 2, 3, 4, 5+], e.g., BEDS: 0, TABLES: 0, LAMPS: 0","BEDS: 1, TABLES: 3, LAMPS: 2","BEDS: 0, TABLES: 1, LAMPS: 2",6.350318908691406,5.250001322815073
102815835,"How many lighting sources are in the scene? Answer with the format 'floor lights: X, table lights: Y, ceiling lights: Z, other: W' where X, Y, Z, W are integers. Choose one from each category: FLOOR_LIGHTS: [0, 1, 2, 3, 4, 5+], TABLE_LIGHTS: [0, 1, 2, 3, 4, 5+], CEILING_LIGHTS: [0, 1, 2, 3, 4, 5+], OTHER_SOURCES: [0, 1, 2, 3, 4, 5+], e.g., FLOOR_LIGHTS: 0, TABLE_LIGHTS: 0, CEILING_LIGHTS: 0, OTHER_SOURCES: 0","FLOOR_LIGHTS: 1, TABLE_LIGHTS: 3, CEILING_LIGHTS: 4, OTHER_SOURCES: 2","FLOOR_LIGHTS: 0, TABLE_LIGHTS: 0, CEILING_LIGHTS: 0, OTHER_SOURCES: 0.",5.343834638595581,4.25000085426783
102815835,"What storage options are available in the scene? List all that apply, separated by commas. Choose from [open shelving, closed cabinets, drawers, hanging storage, floor storage, wall storage, none], e.g., open shelving","open shelving, closed cabinets, drawers, hanging storage, wall storage","closed cabinets, drawers, floor storage, wall storage",10.02058720588684,18.250004633554745
102815835,"Where is the coffee table located? Answer with the format 'ROOM, POSITION, NEARBY_OBJECT' with one option from each category separated by commas. Choose from: ROOM: [living room, kitchen, bedroom, bathroom, dining room, hallway, office, basement], POSITION: [center, left wall, right wall, corner, near window, near door, under stairs, by entrance, floating, built-in], NEARBY_OBJECT: [sofa, chair, lamp, bookshelf, TV, plant, cabinet, none], e.g., ROOM: bathroom, POSITION: right wall, NEARBY_OBJECT: bookshelf","ROOM: living room, POSITION: center, NEARBY_OBJECT: sofa","living room, right wall, left wall, right right right right",37.87741732597351,3.500000056216371
102815835,"Describe the properties of the coffee table. Answer with the format 'OBJECT, COLOR, MATERIAL, SHAPE' with one option from each category separated by commas. Choose from: OBJECT: [coffee table, side table, dining table, desk, shelf, cabinet], COLOR: [clear, white, black, brown, gray, blue, green, red, yellow, metallic], MATERIAL: [glass, wood, metal, plastic, stone, ceramic, fabric, leather, composite, wicker], SHAPE: [rectangular, square, circular, oval, L-shaped, curved, triangular, hexagonal, irregular], e.g., OBJECT: coffee table, COLOR: clear, MATERIAL: glass, SHAPE: rectangular","OBJECT: coffee table, COLOR: brown, MATERIAL: wood, SHAPE: rectangular","coffee table, brown, wood, rectangular",1.5936634540557861,0.25000004131521003
102815835,"What is the seating capacity of the dining table? Answer with one option from [1-seat, 2-seat, 3-seat, 4-seat, 5-seat, 6-seat, 7-seat, 8+ seat], e.g., 1-seat",8+ seat,7-seat,1.7012948989868164,2.5000001023488565
102815835,"What is the spatial relationship between the lamp and the sofa? Answer with the format 'OBJECT1, RELATION, OBJECT2' with one option from each category separated by commas. Choose from: OBJECT1: [lamp, chair, table, TV, bookshelf, coffee table, pillow, remote], RELATION: [in front of, behind, to the left of, to the right of, next to, above, below, across from, diagonal from, between], OBJECT2: [lamp, chair, table, TV, bookshelf, coffee table, sofa, window], e.g., OBJECT1: lamp, RELATION: in front of, OBJECT2: lamp","OBJECT1: lamp, RELATION: next to, OBJECT2: sofa","coffee table, in front of",3.422670841217041,4.500002321192873
102815835,"What is the arrangement pattern of the chairs around the table? Answer with one option from [single row, double row, circular, L-shaped, U-shaped, scattered, clustered, parallel, perpendicular], e.g., single row",circular,double row.,1.949636697769165,2.00000004131521
102815835,"How many people can comfortably sit in the office? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",4,2,12.991450548171997,19.74999965531402
102815835,"What is the spatial relationship between the washer and the dryer? Answer with the format 'OBJECT1, RELATION, OBJECT2'. Choose one option from each category: OBJECT1: [sofa, vanity, bed, wardrobe, lamp, TV, washer, plant, cabinet], RELATION: [in front of, behind, to the left of, to the right of, next to, above, below, across from, diagonal from, between], OBJECT2: [sofa, chair, dryer, lamp, TV, cabinet, plant, hangers, bed], e.g., OBJECT1: sofa, RELATION: in front of, OBJECT2: sofa","OBJECT1: washer, RELATION: to the left of, OBJECT2: dryer",,196.70305967330933,237.49999822337355
