scene_file_name,question,answer,answer_pred,time,distance
102344439,"What is the total number of chairs across all rooms? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",8+,8.,11.787367582321167,18.999997066403388
102344439,"What is the total count of lighting sources across the entire space? Count each type and answer with the format 'floor_lamps: X, table_lamps: Y, ceiling_lights: Z, other: W'. Choose from: FLOOR_LAMPS: [0, 1, 2, 3, 4, 5+] TABLE_LAMPS: [0, 1, 2, 3, 4, 5+] CEILING_LIGHTS: [0, 1, 2, 3, 4, 5+] OTHER_SOURCES: [0, 1, 2, 3, 4, 5+] e.g., FLOOR_LAMPS: 0, TABLE_LAMPS: 0, CEILING_LIGHTS: 0, OTHER_SOURCES: 0","FLOOR_LAMPS: 1, TABLE_LAMPS: 4, CEILING_LIGHTS: 5+, OTHER_SOURCES: 0",OTHER_SOURCES: 0,2.026085615158081,2.000000106240271
102344439,"Where is the coffee table located? Answer with the format 'room, position, nearby_object' separated by commas. Choose from: ROOM: [living room, kitchen, bedroom, bathroom, dining room, hallway, office, basement] POSITION: [center, left wall, right wall, corner, near window, near door, under stairs, by entrance, floating, built-in] NEARBY_OBJECT: [sofa, chair, lamp, bookshelf, TV, plant, cabinet, none] e.g., ROOM: office, POSITION: near door, NEARBY_OBJECT: lamp","ROOM: living room, POSITION: center, NEARBY_OBJECT: sofa",left left left left,31.684067487716675,7.75000034465885
102344439,"What are the physical properties of the bookshelf? Answer with the format 'color, material, shape' separated by commas. Choose from: COLOR: [red, blue, green, yellow, black, white, brown, gray, beige, purple, orange, pink] MATERIAL: [wood, metal, plastic, fabric, glass, leather, ceramic, stone, rubber, wicker, none] SHAPE: [rectangular, square, circular, oval, L-shaped, curved, triangular, hexagonal, irregular] e.g., COLOR: red, MATERIAL: wood, SHAPE: rectangular","OBJECT: bookshelf, COLOR: brown, MATERIAL: wood, SHAPE: rectangular",color brown material wood shape rectangular,1.9894638061523438,0.2500000913391094
102344439,"How many shelves does the bookshelf contain? Answer with one option from [0 shelves, 1 shelf, 2-3 shelves, 4-5 shelves, 6-8 shelves, 9+ shelves], e.g., 0 shelves",4-5 shelves,0 shelves.,0.9678966999053955,1.0000000316620248
102344439,"At what height level is the TV mounted? Answer with one option from [floor level, low (under 3 feet), medium (3-5 feet), high (5-7 feet), very high (above 7 feet)], e.g., floor level",medium (3-5 feet),floor level.,3.578122615814209,1.7500000913391094
102344439,"What is the spatial relationship between the floot lamp and the plant? Answer by describing the relation of the lamp to the sofa. Choose one option from: RELATION: [in front of, behind, to the left of, to the right of, next to, above, below, across from, diagonal from, between] e.g., RELATION: in front of","OBJECT1: lamp, RELATION: to the right of, OBJECT2: plant",in front of,0.5259294509887695,1.0624027059764505e-07
102344439,"What is the most direct path from the living room to the kitchen? Describe the path by selecting the intermediate space. Answer with one option from [direct connection, through hallway, through dining room, through bedroom, through bathroom, through office, no direct path possible], e.g., direct connection","START: living room, INTERMEDIATE: hallway, END: kitchen",direct connection,60.32097148895264,73.00001058175658
102344439,"Based on the furniture and layout (e.g., HOUSEHOLD_SIZE: single person, LIFESTYLE: minimalist",6-seat,single person,0.428908109664917,1.0624027059764505e-07
102344439,"What is the spatial relationship between the abstract painting and the TV? Answer with the format 'OBJECT1, RELATION, OBJECT2'. Choose one option from each category: OBJECT1: [sofa, vanity, mirror, wardrobe, lamp, TV, washer, painting, cabinet], RELATION: [in front of, behind, to the left of, to the right of, next to, above, below, across from, diagonal from, between], OBJECT2: [sofa, chair, shoes, lamp, chandelier, cabinet, flower, TV, bed], e.g., OBJECT1: sofa, RELATION: in front of, OBJECT2: sofa","OBJECT1: painting, RELATION: above, OBJECT2: flower","sofa, above, sofa",77.4271821975708,114.24998845353221
