START | Pos: [7.98935, 0.19575, -12.55098] | Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.2393, 0.1957, -12.5510], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [8.2393, 0.1957, -12.5510], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.4559, 0.1957, -12.6760], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.6724, 0.1957, -12.8010], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.7974, 0.1957, -12.5845], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.9224, 0.1957, -12.3680], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [8.9224, 0.1957, -12.3680], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
stop, Pos: [9.1389, 0.1957, -12.2430], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
