START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5614, 0.0724, -7.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5614, 0.0724, -6.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5614, 0.0724, -6.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -6.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -6.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -5.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -5.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -5.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -5.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -4.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5615, 0.0724, -4.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -4.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -4.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -3.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -3.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -3.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -3.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5616, 0.0724, -2.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -2.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -2.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -2.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -1.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -1.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -1.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -1.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5617, 0.0724, -0.7987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, -0.5487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, -0.2987], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, -0.0487], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, 0.2013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, 0.4513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, 0.7013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5618, 0.0724, 0.9513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 1.2013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 1.4513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 1.7013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 1.9513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 2.2013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 2.4513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 2.7013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5619, 0.0724, 2.9513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 3.2013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 3.4513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 3.7013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 3.9513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 4.2013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 4.4513], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [25.5620, 0.0724, 4.7013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [25.5620, 0.0724, 4.7013], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
