START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7040, 0.3350, -17.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7040, 0.3044, -17.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7040, 0.2738, -17.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7040, 0.2080, -16.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -16.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -16.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -16.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -15.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -15.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -15.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -15.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7039, 0.1649, -14.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -14.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -14.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -14.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -13.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -13.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -13.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -13.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7038, 0.1649, -12.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -12.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -12.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -12.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -11.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -11.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -11.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -11.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7037, 0.1649, -10.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -10.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -10.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -10.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -9.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -9.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -9.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -9.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -8.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -8.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -8.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -8.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -7.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -7.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -7.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -7.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7035, 0.1649, -6.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -6.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -6.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -6.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -5.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -5.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -5.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1649, -5.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7034, 0.1437, -4.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, 0.1215, -4.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, 0.0993, -4.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, 0.0770, -4.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, 0.0548, -3.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, 0.0326, -3.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, 0.0108, -3.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, -0.0026, -3.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7033, -0.0140, -2.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0254, -2.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -2.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -2.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -1.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -1.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -1.3704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -1.1204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-7.7032, -0.0351, -0.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0351, -1.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0351, -1.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0351, -1.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0351, -1.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0351, -2.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0351, -2.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7032, -0.0254, -2.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, -0.0140, -2.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, -0.0026, -3.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, 0.0108, -3.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, 0.0326, -3.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, 0.0548, -3.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, 0.0770, -4.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, 0.0993, -4.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7033, 0.1215, -4.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1437, -4.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -5.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -5.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -5.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -5.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -6.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -6.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7034, 0.1649, -6.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -6.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -7.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -7.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -7.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -7.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -8.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -8.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7035, 0.1649, -8.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -8.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
