START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.7755, 0.1271, 1.5449], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [13.9920, 0.1271, 1.4199], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.2085, 0.1271, 1.2949], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.4250, 0.1271, 1.1699], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.6415, 0.1271, 1.0448], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.8580, 0.1271, 0.9198], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.0745, 0.1271, 0.7948], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.2910, 0.1271, 0.6698], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.5075, 0.1271, 0.5448], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.7240, 0.1271, 0.4198], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.9405, 0.1271, 0.2948], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.1570, 0.1271, 0.1698], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.3735, 0.1271, 0.0448], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.5900, 0.1271, -0.0803], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.8065, 0.1271, -0.2053], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.0230, 0.1271, -0.3303], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.2395, 0.1271, -0.4553], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.4560, 0.1271, -0.5803], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.6725, 0.1271, -0.7053], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.8890, 0.1271, -0.8303], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.8890, 0.1271, -0.8303], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.0140, 0.1271, -1.0468], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.1390, 0.1271, -1.2633], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.2640, 0.1271, -1.4799], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.2640, 0.1271, -1.4799], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [18.2640, 0.1271, -1.7299], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [18.2640, 0.1271, -1.9799], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [18.2639, 0.1271, -2.2299], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [18.2639, 0.1271, -2.4799], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [18.2639, 0.1271, -2.7299], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [18.2639, 0.1271, -2.9799], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [18.2639, 0.1271, -2.9799], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.3889, 0.1271, -3.1964], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.5139, 0.1271, -3.4129], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.6389, 0.1271, -3.6294], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.7639, 0.1271, -3.8459], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.8888, 0.1271, -4.0624], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.0138, 0.1271, -4.2789], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.0138, 0.1271, -4.2789], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [19.2303, 0.1271, -4.4039], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
stop, Pos: [19.2303, 0.1271, -4.4039], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
