START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.9871, 0.1016, -4.6438], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.7371, 0.1016, -4.6437], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.4871, 0.1016, -4.6437], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [15.2371, 0.1016, -4.6437], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [15.2371, 0.1016, -4.6437], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [15.0206, 0.1016, -4.5187], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [14.8041, 0.1016, -4.3937], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [14.5876, 0.1016, -4.2687], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [14.3711, 0.1016, -4.1437], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [14.1546, 0.1016, -4.0187], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.9381, 0.1016, -3.8937], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.7216, 0.1016, -3.7686], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.5051, 0.1016, -3.6436], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.2886, 0.1016, -3.5186], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [13.0721, 0.1016, -3.3936], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.8556, 0.1016, -3.2686], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.6391, 0.1016, -3.1436], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.4226, 0.1016, -3.0186], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [12.2061, 0.1016, -2.8936], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [11.9896, 0.1016, -2.7686], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [11.9896, 0.1016, -2.7686], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.7396, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.4896, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.2396, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.9896, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.7396, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.4896, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.2396, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.9896, 0.1016, -2.7685], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.7396, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.4896, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.2396, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.9896, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.7396, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.4896, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.2396, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.9896, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7396, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.4896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.2396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.9896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
